source,target,weight,citation_sum_year,citation_sum_year2
quantum_capacity,amplitude_damping_channel,43,36.0,114.0
quantum_channel,amplitude_damping_channel,54,40.0,130.0
quantum_network,amplitude_damping_channel,69,54.0,185.0
quantum_network,bb84,39,15.0,82.0
quantum_teleportation,bell_state,36,62.0,148.0
quantum_network,bell_state,48,99.0,254.0
quantum_network,cavity_quantum_electrodynamics,50,120.0,281.0
quantum_network,cluster_state,47,72.0,199.0
quantum_network,controlled_not_gate,41,38.0,140.0
quantum_metrology,heisenberg_limit,52,98.0,317.0
quantum_network,heisenberg_limit,74,106.0,352.0
quantum_network,multipartite,56,103.0,274.0
squashed_entanglement,multipartite_entanglement,47,95.0,251.0
quantum_network,multipartite_entanglement,49,96.0,253.0
quantum_network,one-way_quantum_computer,45,41.0,115.0
quantum_sensor,photon_entanglement,84,74.0,298.0
quantum_imaging,photon_entanglement,60,42.0,161.0
quantum_information_science,photon_entanglement,43,19.0,134.0
spontaneous_parametric_down-conversion,photon_entanglement,41,29.0,125.0
quantum_technology,photon_entanglement,50,66.0,234.0
quantum_network,photon_entanglement,152,164.0,581.0
amplitude_damping_channel,quantum_capacity,43,36.0,114.0
quantum_information_science,quantum_capacity,47,56.0,159.0
quantum_channel,quantum_capacity,89,69.0,202.0
quantum_network,quantum_capacity,133,176.0,484.0
quantum_error_correction,quantum_capacity,41,103.0,293.0
quantum_cryptography,quantum_channel,56,26.0,97.0
teleportation,quantum_channel,103,113.0,382.0
superdense_coding,quantum_channel,79,94.0,364.0
quantum_technology,quantum_channel,59,82.0,396.0
quantum_information_science,quantum_channel,169,165.0,703.0
quantum_capacity,quantum_channel,89,69.0,202.0
quantum_error_correction,quantum_channel,51,33.0,126.0
quantum_teleportation,quantum_channel,174,210.0,743.0
quantum_sensor,quantum_channel,44,25.0,205.0
amplitude_damping_channel,quantum_channel,54,40.0,130.0
quantum_network,quantum_channel,393,376.0,1342.0
quantum_machine_learning,quantum_circuit,40,16.0,71.0
quantum_gate,quantum_circuit,141,137.0,401.0
quantum_technology,quantum_circuit,44,66.0,187.0
quantum_network,quantum_circuit,373,372.0,1160.0
quantum_error_correction,quantum_circuit,81,76.0,236.0
quantum_technology,quantum_cryptography,45,50.0,182.0
quantum_channel,quantum_cryptography,56,26.0,97.0
quantum_information_science,quantum_cryptography,73,69.0,283.0
quantum_network,quantum_cryptography,195,140.0,551.0
quantum_technology,quantum_discord,43,75.0,197.0
quantum_sensor,quantum_discord,67,81.0,259.0
quantum_metrology,quantum_discord,48,100.0,274.0
quantum_network,quantum_discord,134,148.0,488.0
quantum_teleportation,quantum_error_correction,39,17.0,74.0
quantum_sensor,quantum_error_correction,41,41.0,127.0
quantum_gate,quantum_error_correction,74,77.0,216.0
quantum_capacity,quantum_error_correction,41,103.0,293.0
quantum_channel,quantum_error_correction,51,33.0,126.0
quantum_technology,quantum_error_correction,84,147.0,377.0
quantum_network,quantum_error_correction,262,354.0,1033.0
quantum_circuit,quantum_error_correction,81,76.0,236.0
quantum_technology,quantum_gate,38,40.0,87.0
quantum_error_correction,quantum_gate,74,77.0,216.0
quantum_network,quantum_gate,196,196.0,605.0
quantum_circuit,quantum_gate,141,137.0,401.0
photon_entanglement,quantum_imaging,60,42.0,161.0
spontaneous_parametric_down-conversion,quantum_imaging,38,43.0,160.0
quantum_information_science,quantum_imaging,97,209.0,682.0
quantum_sensor,quantum_imaging,189,258.0,968.0
quantum_metrology,quantum_imaging,73,172.0,497.0
quantum_technology,quantum_imaging,136,254.0,865.0
quantum_network,quantum_imaging,294,344.0,1324.0
quantum_teleportation,quantum_information_science,85,123.0,471.0
quantum_imaging,quantum_information_science,97,209.0,682.0
quantum_metrology,quantum_information_science,56,195.0,486.0
photon_entanglement,quantum_information_science,43,19.0,134.0
quantum_technology,quantum_information_science,196,383.0,1514.0
quantum_sensor,quantum_information_science,168,340.0,1265.0
quantum_cryptography,quantum_information_science,73,69.0,283.0
quantum_capacity,quantum_information_science,47,56.0,159.0
quantum_channel,quantum_information_science,169,165.0,703.0
quantum_network,quantum_information_science,500,732.0,2735.0
quantum_circuit,quantum_machine_learning,40,16.0,71.0
quantum_network,quantum_machine_learning,59,79.0,231.0
quantum_network,quantum_memory,70,38.0,101.0
quantum_information_science,quantum_metrology,56,195.0,486.0
quantum_imaging,quantum_metrology,73,172.0,497.0
heisenberg_limit,quantum_metrology,52,98.0,317.0
quantum_technology,quantum_metrology,105,312.0,843.0
quantum_sensor,quantum_metrology,190,416.0,1177.0
quantum_discord,quantum_metrology,48,100.0,274.0
quantum_network,quantum_metrology,336,599.0,1765.0
quantum_machine_learning,quantum_network,59,79.0,231.0
bb84,quantum_network,39,15.0,82.0
teleportation,quantum_network,103,113.0,382.0
quantum_simulator,quantum_network,79,109.0,298.0
superdense_coding,quantum_network,86,95.0,367.0
cavity_quantum_electrodynamics,quantum_network,50,120.0,281.0
one-way_quantum_computer,quantum_network,45,41.0,115.0
quantum_imaging,quantum_network,294,344.0,1324.0
spontaneous_parametric_down-conversion,quantum_network,76,62.0,250.0
photon_entanglement,quantum_network,152,164.0,581.0
bell_state,quantum_network,48,99.0,254.0
cluster_state,quantum_network,47,72.0,199.0
quantum_phase_estimation_algorithm,quantum_network,49,55.0,180.0
quantum_sort,quantum_network,48,80.0,228.0
quantum_cryptography,quantum_network,195,140.0,551.0
heisenberg_limit,quantum_network,74,106.0,352.0
quantum_memory,quantum_network,70,38.0,101.0
quantum_nonlocality,quantum_network,39,77.0,209.0
quantum_operation,quantum_network,41,31.0,140.0
quantum_information_science,quantum_network,500,732.0,2735.0
quantum_capacity,quantum_network,133,176.0,484.0
multipartite,quantum_network,56,103.0,274.0
w_state,quantum_network,69,160.0,379.0
squashed_entanglement,quantum_network,60,112.0,304.0
quantum_teleportation,quantum_network,296,360.0,1173.0
quantum_sensor,quantum_network,724,905.0,3268.0
quantum_discord,quantum_network,134,148.0,488.0
quantum_channel,quantum_network,393,376.0,1342.0
multipartite_entanglement,quantum_network,49,96.0,253.0
amplitude_damping_channel,quantum_network,69,54.0,185.0
quantum_gate,quantum_network,196,196.0,605.0
controlled_not_gate,quantum_network,41,38.0,140.0
quantum_metrology,quantum_network,336,599.0,1765.0
quantum_technology,quantum_network,550,1005.0,3364.0
quantum_process,quantum_network,44,53.0,168.0
quantum_error_correction,quantum_network,262,354.0,1033.0
quantum_circuit,quantum_network,373,372.0,1160.0
quantum_network,quantum_nonlocality,39,77.0,209.0
quantum_network,quantum_operation,41,31.0,140.0
quantum_network,quantum_phase_estimation_algorithm,49,55.0,180.0
quantum_network,quantum_process,44,53.0,168.0
photon_entanglement,quantum_sensor,84,74.0,298.0
quantum_error_correction,quantum_sensor,41,41.0,127.0
quantum_imaging,quantum_sensor,189,258.0,968.0
quantum_information_science,quantum_sensor,168,340.0,1265.0
quantum_technology,quantum_sensor,282,498.0,1748.0
quantum_teleportation,quantum_sensor,35,56.0,184.0
quantum_discord,quantum_sensor,67,81.0,259.0
quantum_channel,quantum_sensor,44,25.0,205.0
quantum_metrology,quantum_sensor,190,416.0,1177.0
quantum_network,quantum_sensor,724,905.0,3268.0
quantum_network,quantum_simulator,79,109.0,298.0
quantum_network,quantum_sort,48,80.0,228.0
quantum_cryptography,quantum_technology,45,50.0,182.0
quantum_channel,quantum_technology,59,82.0,396.0
quantum_gate,quantum_technology,38,40.0,87.0
quantum_imaging,quantum_technology,136,254.0,865.0
quantum_information_science,quantum_technology,196,383.0,1514.0
photon_entanglement,quantum_technology,50,66.0,234.0
quantum_sensor,quantum_technology,282,498.0,1748.0
quantum_discord,quantum_technology,43,75.0,197.0
quantum_metrology,quantum_technology,105,312.0,843.0
quantum_teleportation,quantum_technology,67,127.0,449.0
quantum_network,quantum_technology,550,1005.0,3364.0
quantum_error_correction,quantum_technology,84,147.0,377.0
quantum_circuit,quantum_technology,44,66.0,187.0
teleportation,quantum_teleportation,98,108.0,375.0
quantum_error_correction,quantum_teleportation,39,17.0,74.0
superdense_coding,quantum_teleportation,85,95.0,367.0
quantum_information_science,quantum_teleportation,85,123.0,471.0
bell_state,quantum_teleportation,36,62.0,148.0
quantum_technology,quantum_teleportation,67,127.0,449.0
w_state,quantum_teleportation,41,132.0,311.0
quantum_sensor,quantum_teleportation,35,56.0,184.0
quantum_channel,quantum_teleportation,174,210.0,743.0
quantum_network,quantum_teleportation,296,360.0,1173.0
quantum_imaging,spontaneous_parametric_down-conversion,38,43.0,160.0
photon_entanglement,spontaneous_parametric_down-conversion,41,29.0,125.0
quantum_network,spontaneous_parametric_down-conversion,76,62.0,250.0
multipartite_entanglement,squashed_entanglement,47,95.0,251.0
quantum_network,squashed_entanglement,60,112.0,304.0
teleportation,superdense_coding,64,76.0,287.0
quantum_channel,superdense_coding,79,94.0,364.0
quantum_teleportation,superdense_coding,85,95.0,367.0
quantum_network,superdense_coding,86,95.0,367.0
superdense_coding,teleportation,64,76.0,287.0
quantum_teleportation,teleportation,98,108.0,375.0
quantum_channel,teleportation,103,113.0,382.0
quantum_network,teleportation,103,113.0,382.0
quantum_teleportation,w_state,41,132.0,311.0
quantum_network,w_state,69,160.0,379.0
